fecha,exp_inf_12m,exp_tcn_12m,tcn,ipc,tot,embi
2013-12-01,2.936460862990398,758.0699752224563,756.7442362135263,438.34460738789033,466.70735739337584,177.71428571428572
2014-01-01,2.9170377299779924,757.3818991132341,758.1876288620355,438.41251217959547,465.23484502285635,183.38095238095238
2014-02-01,2.8781801425451947,761.0852790395251,762.1414587405179,438.49270260223614,466.35701527635166,188.52631578947367
2014-03-01,2.926749768056814,761.5791072035834,761.1937845074807,438.68901704635624,465.98340486583663,176.76190476190476
2014-04-01,3.048070725358689,760.489448081162,757.006508777877,439.02136029801716,465.89095867110757,161.71428571428572
2014-05-01,3.1498667059371015,759.2366128519795,755.7589766599767,439.54822735464217,466.07279228282084,153.8095238095238
2014-06-01,3.101405352916954,760.0902459542082,754.2751788872228,439.8098316941348,466.9129444498676,144.23809523809524
2014-07-01,3.1498667059371015,759.0852123688582,752.7129046801733,440.18104582199004,465.7060557796225,145.6818181818182
2014-08-01,3.111099502505273,759.1357046698552,754.9636533201076,440.6150193827816,463.8309792285393,153.57142857142858
2014-09-01,3.101405352916954,760.0902459542082,758.9140052870774,440.90004091016624,461.499073317413,152.1904761904762
2014-10-01,3.1498667059371015,762.2663951323595,762.4145907300807,441.3474967371018,456.6133544027434,174.0909090909091
2014-11-01,3.130484982841253,764.9216319820633,766.4383620400657,441.6771384112768,450.6750738635624,172.7058823529412
2014-12-01,3.1498667059371015,771.8685495198466,776.2651129966488,441.9369386859457,439.8255186948676,200.27272727272728
2015-01-01,3.2273560550295635,777.2752716468742,778.3629197396998,442.15245730339046,429.7574658565768,230.55
2015-02-01,3.111099502505273,776.2170607138205,779.3854591712759,442.75735634458664,436.9744678774153,207.78947368421052
2015-03-01,3.169244673248973,778.3224016336037,785.9821565491033,443.1402375192552,434.6375007091846,221.86363636363637
2015-04-01,3.1498667059371015,781.1973429622022,782.2189889328015,443.5468795921161,437.1868267694479,215.72727272727272
2015-05-01,3.0965579256879963,780.5523523830803,780.010291204712,443.85748055144177,441.4764280921485,209
2015-06-01,3.1789322489407335,782.4046010856292,784.6244458691544,444.1316529166534,440.34443228261966,224.86363636363637
2015-07-01,3.120792712419322,785.3410619486195,791.275378148958,444.5423921079467,435.49523285819214,242.86363636363637
2015-08-01,3.4401426717332315,790.100705199242,801.4100747285419,445.24725883000986,428.8418115963942,275.7142857142857
2015-09-01,3.4594644764498965,793.7374696163295,802.9820387625023,446.105504777057,428.92762898607725,290.7142857142857
2015-10-01,3.8451186374252635,796.3807953231451,798.4813917298511,447.0754324211891,429.1945963148226,283.0952380952381
2015-11-01,4.133386349297721,795.5074273262696,800.6436315287074,447.87856724206296,425.3416714183147,280.4736842105263
2015-12-01,4.401688541677426,800.6367567650246,808.4718148513683,448.4850127372268,418.71668948167707,313.5
2016-01-01,4.31073810339337,802.0927718981577,809.898810667549,449.34153486116986,411.4215951435554,368.4736842105263
2016-02-01,4.26762742804364,805.3839402888381,811.9233113143108,450.065336145283,413.2281172435918,392.3
2016-03-01,3.9749419517283022,804.7189562170502,805.3651041776526,450.80436199119777,421.14443358985073,309.77272727272725
2016-04-01,4.229291219025137,804.9624994097142,800.3699010215965,451.1709305546082,424.23131473167757,286.8095238095238
2016-05-01,4.123790801624477,798.9560449333865,800.490140564052,451.73807700948976,428.61617680545044,291.14285714285717
2016-06-01,4.166963517139275,797.2466015974566,800.359085901762,452.38659783399174,430.8537962878125,280.77272727272725
2016-07-01,4.401688541677426,797.2466015974566,799.6275480083403,453.1255701271132,430.5314296129208,249.5
2016-08-01,4.401688541677426,798.9560449333865,799.2337702993669,453.03849457298134,432.9398208832825,234.1304347826087
2016-09-01,4.210117601863533,797.2466015974566,797.913730938753,453.1338631784574,434.4348348616633,231.42857142857142
2016-10-01,3.998964821615841,797.2466015974566,798.3981669739725,453.36035894403227,440.8601562879781,229.15
2016-11-01,4.027784649857008,800.2436517855244,803.9871293290062,453.67522369677226,438.94866090060464,251.35
2016-12-01,4.104596943600102,802.2896869601457,800.9753163381113,454.07380836598,441.84025110638106,227.95238095238096
2017-01-01,4.166963517139275,800.6367567650246,798.579026259094,454.6659749400856,442.3257542159864,210.95
2017-02-01,3.931686237695041,800.3028666384732,796.5743652926097,455.1139106912814,441.9365243806224,199
2017-03-01,3.691035402009715,800.3697339094367,798.735277538508,455.39066889579703,439.3711280181925,195.08695652173913
2017-04-01,3.522234570976071,799.76631270201,796.4662142084,455.7332198644512,441.05224233743587,196.47368421052633
2017-05-01,3.527061408191933,799.967857949945,798.0298195260888,456.01080261255777,437.25933572440806,194.4090909090909
2017-06-01,3.5029248919394873,799.1253929840199,799.2391522806614,456.30100813117804,435.07245745678347,196.36363636363637
2017-07-01,3.5367143837291346,801.7307507688581,801.8990524807306,456.46982252173353,436.78283375228204,200.25
2017-08-01,3.575316970581784,800.6367567650246,799.7200439537536,456.8374155274207,440.4742864025069,200.69565217391303
2017-09-01,3.5656677208034684,800.40315078527,797.8831917455726,457.02608874272397,442.8335987473723,189.1
2017-10-01,3.5077526612696164,800.6367567650246,799.1829950567943,457.32926750850027,443.7029223822517,185.33333333333334
2017-11-01,3.401487858727762,801.0027528481734,801.128109053649,457.712587095865,446.6965764940419,186.14285714285714
2017-12-01,3.343477608623742,802.2896869601457,800.3502414384299,458.0834523057201,447.3628651010715,173.5
2018-01-01,3.343477608623742,800.6367567650246,795.9339586765539,458.27519888482425,450.8827437440464,159.0952380952381
2018-02-01,3.2999478263107895,799.4126281227893,795.8701297990498,458.43446850345657,449.02592559394634,173.21052631578948
2018-03-01,3.246719013750141,798.9560449333865,795.4675772819309,458.47424760471307,448.4270554862453,178.85714285714286
2018-04-01,3.275756423817229,796.9011781106478,792.4880720486842,458.81070505492954,449.850079682207,173.28571428571428
2018-05-01,3.246719013750141,797.2466015974566,795.9186682895804,459.1254826818419,453.19754108693564,189.8181818181818
2018-06-01,3.2854336870947276,797.2466015974566,797.0775795252516,459.4566367190001,453.9603059845853,199.71428571428572
2018-07-01,3.2999478263107895,797.4188669286011,796.6132977734616,459.54528835144987,454.57754765408714,180.23809523809524
2018-08-01,3.2902719675707792,797.2466015974566,799.2799266495088,459.8850660514752,453.22027679891096,182.3913043478261
2018-09-01,3.3144598592302086,799.2944547318106,801.7556734789164,460.2004344845058,455.08162787976903,176.68421052631578
2018-10-01,3.270917440970469,800.1689978099134,803.539273238699,460.6155030473359,455.40150945552125,179.54545454545453
2018-11-01,3.4401426717332315,802.5516386489007,807.0351823369011,460.9237978187268,446.8408571346261,201.75
2018-12-01,3.4208171329736956,803.689677268507,807.4799593003515,461.21199439497127,440.8608249240256,211.1578947368421
2019-01-01,3.362818097998406,804.4626279767338,805.8157905158064,461.3723538933227,442.5653468806729,200.57142857142858
2019-02-01,3.2854336870947276,804.5588280803529,804.3588982593457,461.4013524979489,444.9336623215285,190.73684210526315
2019-03-01,3.246719013750141,803.9157390473238,804.80502963944,461.64159660865323,446.067806453493,188.14285714285714
2019-04-01,3.21767316952212,803.9157390473238,805.6487173534836,462.00126925132537,447.210935088178,176.95238095238096
2019-05-01,3.212831375152193,804.4786677554191,810.4155483410864,462.38039863601375,445.900579545786,190.3181818181818
2019-06-01,3.2563990873262583,805.2933036797567,808.7446337616125,462.82830961781025,439.90883516197624,189.6
2019-07-01,3.246719013750141,805.5157731819678,807.3493208056883,463.2696593640988,441.6468732239822,172.22727272727272
2019-08-01,3.3047854046200422,807.7136638538453,813.544795813407,463.57309723093215,438.3874291937821,187.36363636363637
2019-09-01,3.3241333779801936,808.7025470667701,813.056244012407,463.93781807517706,439.9199069084514,175.75
2019-10-01,3.343477608623742,811.0577421550677,814.2565326600968,464.3995385321179,438.5633118633167,178.8181818181818
2019-11-01,3.357983326319546,810.6212902619963,813.518671277475,464.70526557864355,441.0530579904097,182.05263157894737
