fecha,exp_inf_12m,exp_tcn_12m,tcn,ipc,tot,embi,fed_mp,ebp,oil_shock
2011-01-01,3.3386419017633386,752.294091807237,753.0310393357989,430.85452075874827,472.31674320982125,145.95,6.4749e-4,0.01147334011698308,0.264132766873382
2011-02-01,3.411152962876782,751.7520850603031,754.051167551504,430.9139853245385,473.338466772757,151,0,-0.24443019308399805,-1.70379329164665
2011-03-01,3.415985164670479,752.0234556474628,754.1352444787692,430.9693163338885,477.71978788579156,155.1304347826087,-0.01279053,-0.2867614797711642,-2.30994510454462
2011-04-01,3.4401426717332315,750.4942068396172,750.1380422306022,430.9638780446618,479.3817568548254,151.6,-0.01579907,-0.23402541070483163,-0.198567404299068
2011-05-01,3.1498667059371015,748.99708988348,749.6948454284596,431.28569406539003,476.2186715582133,147.28571428571428,0,-0.10489969658996534,-0.479367641389083
2011-06-01,3.343477608623742,749.2760300922379,748.5793189935321,431.75626197233674,475.14864762797185,144.63636363636363,-0.00458785,0.01130069199842331,0.43070104262888
2011-07-01,3.3918218203460646,749.2955267987489,747.4517186758218,432.13254475905296,476.1372201026826,141.8,0,-0.03063921603694952,-0.0458621773805176
2011-08-01,3.343477608623742,748.99708988348,748.7386823427532,432.32574392235443,473.5018408645675,170.82608695652175,0.03865104,-0.07415421423382185,0.879037207421846
2011-09-01,3.2418786255500742,748.4368643286131,751.6810194420025,432.7915855433659,473.89991284107157,216.23809523809524,0.06433457,0.46657394907853966,-2.12803990469372
2011-10-01,3.21767316952212,749.9423290592229,755.4470735748698,433.28106716862936,472.8629356175695,206,0,-0.0666007149609733,-0.459068700231053
2011-11-01,3.2349633788113,749.886973397693,755.8864448195184,433.60505423110754,474.04960605534353,195.47368421052633,0.01327642,0.5343887141401069,0.212669647129352
2011-12-01,3.21767316952212,752.294091807237,756.77253867475,434.0203393425737,472.5618192301692,187.57142857142858,0.05324034,0.31370189738437126,-0.0224948980256948
2012-01-01,3.200379970202577,751.7520850603031,751.8960333374072,434.33482029390547,473.86318721273864,196.65,-0.02741725,0.22063037366648075,-0.32040772853226
2012-02-01,3.1830837798183276,749.0529402060712,748.6470365703726,434.40211459653096,476.4202208323935,175.95,0,0.0959584075005191,0.0490218750102038
2012-03-01,3.411152962876782,748.4368643286131,747.7328084131299,434.3120275586701,476.04414753165025,149.0909090909091,0.0028375,-0.31298372246186146,-0.480857163617004
2012-04-01,3.343477608623742,748.4368643286131,748.1058238602045,434.3300199517865,473.4457431751058,147.4,9.8906e-4,-0.12726327514720337,1.33789148521524
2012-05-01,3.415985164670479,747.8734825567875,749.0481103853613,434.6820220988781,468.3668004457729,173.4090909090909,0,-0.04435763652396263,0.197220433441696
2012-06-01,3.401487858727762,747.4488534686424,749.1216770459035,434.91384602042604,460.51701859880916,172.76190476190476,0.01004527,0.2039751221516348,0.644938542267809
2012-07-01,3.266078223954828,748.5772152288451,748.7252744932908,435.1160099518677,462.3499479710617,150.61904761904762,0,0.0360243038594179,0.183101064820743
2012-08-01,3.246719013750141,749.2386972190955,749.905850485236,435.38467619307903,465.93378130805024,128.7826086956522,0.01648176,-0.169130877692802,-0.268544232787417
2012-09-01,3.246719013750141,749.5541943884257,749.6623580926168,435.83594043414183,466.6282252173551,125.94736842105263,-0.02831165,-0.11690345187543992,-1.09249283001776
2012-10-01,3.1595561589750583,749.2760300922379,749.8688931365127,436.27945213472515,464.3827559131566,110.47619047619048,8.401e-5,-0.1489592495839056,0.825237268533261
2012-11-01,3.1644005334461407,749.5541943884257,750.6880922764774,436.3455928008544,463.28888343178,122.63157894736842,0,-0.01765630122095451,0.174394186862846
2012-12-01,3.0529205034822793,750.5217209407674,749.2169039810999,436.4293007138265,464.98450270739227,116.4,-0.02529472,-0.1357373976674392,-0.254405466536344
2013-01-01,2.8247262938102673,748.4368643286131,747.8862382106591,436.30491382212904,467.1161813452757,112.71428571428571,0.00283375,-0.0645195243986727,-1.43283054699421
2013-02-01,2.9073247485707165,748.4368643286131,749.0972749064563,436.2087237060537,468.78876065073297,131.47368421052633,0,6.738276909041829e-4,-0.64599278321582
2013-03-01,2.989855034586335,749.5541943884257,750.1671075539579,436.2090640363609,466.6465323422828,141.55,-0.00555789,-0.0661158202676595,0.319711460227583
2013-04-01,2.9704422706330913,749.5541943884257,751.1989535497528,436.33832753740955,464.1853697146577,131.95454545454547,0,-0.09205950678713393,0.895276194652611
2013-05-01,3.091710263472161,750.9335266016592,752.235912724328,436.660644855691,463.9577509804586,134.8181818181818,-0.00780424,-0.476025623997832,-0.22809279224398
2013-06-01,3.0868623662466224,753.3693709848633,755.5131837227324,437.04613495288544,463.0964843304878,180,0.00621642,-0.3446645622197977,0.534504843765665
2013-07-01,3.0674684267918977,754.9609165154532,754.8780664147599,437.32224933796414,464.41718968671637,168.9090909090909,-1.9425e-4,0.0072020201588594,-0.151577475696043
2013-08-01,3.0820142339886365,754.9345972627681,755.2325772584768,437.63793196386746,466.430515907675,182.95454545454547,0,-0.11027537840658796,-1.0927738498114
2013-09-01,3.0335199796072887,754.9609165154532,755.8886770395656,438.07935887280405,467.1361203001461,180.55,-0.06791847,-0.1187209126090285,-1.04572828743752
2013-10-01,3.014115691198681,754.9609165154532,754.2168152227612,438.1051696333195,466.1417349499435,171.54545454545453,0.01863579,-0.0191567485122126,0.160622135655981
2013-11-01,2.9461710149619047,756.3460164066212,756.129491368394,438.0869416759672,465.13597803850695,182.27777777777777,0,0.02169912066204449,0.527747031959916
2013-12-01,2.936460862990398,758.0699752224563,756.7442362135263,438.34460738789033,466.70735739337584,177.71428571428572,-0.04453808,-0.13675900959619458,-0.0917735170799306
2014-01-01,2.9170377299779924,757.3818991132341,758.1876288620355,438.41251217959547,465.23484502285635,183.38095238095238,0.02569932,-0.293527425163302,0.223305367519711
2014-02-01,2.8781801425451947,761.0852790395251,762.1414587405179,438.49270260223614,466.35701527635166,188.52631578947367,0,-0.1903059524815931,-0.148813094426537
2014-03-01,2.926749768056814,761.5791072035834,761.1937845074807,438.68901704635624,465.98340486583663,176.76190476190476,0.02054309,-0.26159559852985126,-0.333574921848989
2014-04-01,3.048070725358689,760.489448081162,757.006508777877,439.02136029801716,465.89095867110757,161.71428571428572,-4.7798e-4,-0.3443063133365223,0.0539065313689588
2014-05-01,3.1498667059371015,759.2366128519795,755.7589766599767,439.54822735464217,466.07279228282084,153.8095238095238,0,-0.3602404114619562,0.207391083191393
2014-06-01,3.101405352916954,760.0902459542082,754.2751788872228,439.8098316941348,466.9129444498676,144.23809523809524,-0.01533129,-0.2964033484025028,-0.0966407704230332
2014-07-01,3.1498667059371015,759.0852123688582,752.7129046801733,440.18104582199004,465.7060557796225,145.6818181818182,-0.02668308,-0.3117075368163793,0.299439729825812
2014-08-01,3.111099502505273,759.1357046698552,754.9636533201076,440.6150193827816,463.8309792285393,153.57142857142858,0,-0.30561967120335254,0.0598043547505727
2014-09-01,3.101405352916954,760.0902459542082,758.9140052870774,440.90004091016624,461.499073317413,152.1904761904762,-0.00770725,-0.2104814210976882,0.827407129047195
2014-10-01,3.1498667059371015,762.2663951323595,762.4145907300807,441.3474967371018,456.6133544027434,174.0909090909091,0.02880904,-0.20959140780476093,1.18785542376501
2014-11-01,3.130484982841253,764.9216319820633,766.4383620400657,441.6771384112768,450.6750738635624,172.7058823529412,0,0.0670856644098059,0.2735649919629
2014-12-01,3.1498667059371015,771.8685495198466,776.2651129966488,441.9369386859457,439.8255186948676,200.27272727272728,-0.06993289,0.0858110525253637,3.09185058189366
